session_id	original_session_id
ses-36280321+555b+446d+9b7d+c2e17991e090	ses-36280321-555b-446d-9b7d-c2e17991e090
ses-741979ce+3f10+443a+8526+2275620c8473	ses-741979ce-3f10-443a-8526-2275620c8473
ses-7bee9f09+a238+42cf+b499+f51f765c6ded	ses-7bee9f09-a238-42cf-b499-f51f765c6ded
ses-cf43dbb1+6992+40ec+a5f9+e8e838d0f643	ses-cf43dbb1-6992-40ec-a5f9-e8e838d0f643
