onset	duration	nwb_table	choice	feedback_type	reward_volume	contrast_left	contrast_right	probability_left	feedback_time	response_time	stim_off_time	stim_on_time	go_cue_time	first_movement_time	peak_amplitude
0.03546532000001345	0.16899999999999984	WheelMovementIntervals													-0.015040716124358677
0.545465320000013	0.2819999999999997	WheelMovementIntervals													-0.02693590106660329
1.2144653200000124	0.32999999999999985	WheelMovementIntervals													-0.056860436815011545
3.6324653200000108	4.923999999999996	WheelMovementIntervals													-2.0882233689558816
9.728465320000005	0.48099999999999987	WheelMovementIntervals													-0.23170478701716557
12.401465320000003	2.5859999999999985	WheelMovementIntervals													-1.790703859098283
17.99646532	0.3289999999999971	WheelMovementIntervals													-0.0287813309372158
19.018465319999997	0.26599999999999824	WheelMovementIntervals													0.03504236123126203
19.528465319999995	0.1720000000000006	WheelMovementIntervals													0.029726724790075654
23.101465319999992	0.26099999999999923	WheelMovementIntervals													0.022007406027051868
29.561465319999986	2.3889999999999993	WheelMovementIntervals													-0.9736273129202808
32.21046531999999	1.776999999999994	WheelMovementIntervals													-0.7730230979458987
34.80046531999999	0.13600000000000279	WheelMovementIntervals													0.030648148755158644
35.639465319999985	0.6450000000000031	WheelMovementIntervals													0.16274358808454892
36.84546531999999	0.08199999999999363	WheelMovementIntervals													-0.005156710423419142
41.43246531999998	1.2469999999999999	WheelMovementIntervals													-0.4298878770643082
47.098465319999974	0.4860000000000042	WheelMovementIntervals													0.08386397327449391
48.57846531999998	0.16399999999999437	WheelMovementIntervals													-0.010114795290209422
55.40346531999997	0.5230000000000032	WheelMovementIntervals													0.2129373404235846
57.94146531999996	0.07600000000000051	WheelMovementIntervals													-0.004792130764058378
60.760465319999966	0.20400000000000063	WheelMovementIntervals													-0.08773190981728796
70.19246531999995	0.0899999999999892	WheelMovementIntervals													-0.01605278740825078
70.62546531999995	0.7720000000000056	WheelMovementIntervals													-1.2148237105510509
71.73146531999994	3.3530000000000086	WheelMovementIntervals													-0.7236633361872409
73.90917501007391	3.7067187868713205	trials	-1.0	1.0	1.5		1.0	0.5	76.04029521007604	76.04018408601627	77.11582098007712	75.6956963400757	75.69679623007569	75.87946531999995	
75.87946531999995	1.9109999999999872	WheelMovementIntervals													0.5422752817754937
78.06509271007806	2.647224493982307	trials	1.0	1.0	1.5	0.25		0.5	79.15941660007915	79.15930159444221	80.21224464008021	78.57927462007858	78.58014120007859	79.01546531999995	
79.01546531999995	7.275999999999982	WheelMovementIntervals													-0.40009480351011817
81.14781774008115	8.281157312243522	trials	-1.0	1.0	1.5		0.25	0.5	87.87167862008788	87.87156183797872	88.92897288008893	87.53221257008754	87.53307915008753	87.67446531999994	
86.55946531999993	0.42200000000001125	WheelMovementIntervals													-0.06081606654155003
87.67446531999994	3.9009999999999962	WheelMovementIntervals													0.6168426794034172
89.90587518008991	4.972752711664171	trials	-1.0	1.0	1.5		0.125	0.5	93.33173256009333	93.33161011541239	94.37859453009438	93.04896084009305	93.05006073009305	93.14046531999993	
91.85846531999994	0.6929999999999978	WheelMovementIntervals													0.26583355046314416
93.14046531999993	0.4989999999999952	WheelMovementIntervals													0.46158991326198695
94.24246531999992	2.882000000000005	WheelMovementIntervals													-0.5317387338021673
95.35013070009535	4.028418658775507	trials	-1.0	1.0	1.5		0.25	0.5	97.82384997009783	97.82374092925001	98.87854449009888	97.58207415009758	97.58304072009759	97.50646531999993	
97.50646531999993	2.3719999999999857	WheelMovementIntervals													-0.37559887187657903
99.83104923009984	3.4141406924144775	trials	-1.0	1.0	1.5		1.0	0.5	101.68976334010169	101.68966974943436	102.74512446010274	101.3985258001014	101.3993257201014	101.50646531999992	
100.41046531999993	0.3649999999999949	WheelMovementIntervals													0.09298886085533731
101.50646531999992	0.6219999999999999	WheelMovementIntervals													0.4107674955992726
102.48546531999992	1.1020000000000039	WheelMovementIntervals													-0.14631855139482752
103.73319231010373	2.4657087733986174	trials	1.0	1.0	1.5	0.0625		0.5	104.64590103010465	104.64579481705857	105.6988957201057	104.28190410010428	104.28300399010429	104.44146531999992	
104.44146531999992	0.9279999999999973	WheelMovementIntervals													-0.42551946699435295
106.20746531999991	1.3330000000000126	WheelMovementIntervals													-0.33631250398924895
106.65270033010665	4.395847278183339	trials	-1.0	-1.0	0.0	1.0		0.5	108.4923163501085	108.49111926622167	110.54844405011055	108.26183940010826	108.26297262010826	108.20546531999992	
108.20546531999992	2.3700000000000045	WheelMovementIntervals													-1.6460581070071036
110.82946531999991	0.4519999999999982	WheelMovementIntervals													-0.0756897808447583
111.48755013011149	5.144536690885829	trials	1.0	1.0	1.5	0.125		0.5	115.06895862011507	115.06887427986776	116.13198564011613	114.34509768011435	114.34593093011435	114.4114653199999	
111.63246531999991	0.09000000000000341	WheelMovementIntervals													0.04835506738728412
112.04146531999992	1.7590000000000003	WheelMovementIntervals													0.5701075951175252
114.4114653199999	2.817999999999998	WheelMovementIntervals													-0.7839796827012613
117.10798803011711	3.2904246951608513	trials	-1.0	1.0	1.5		0.125	0.5	118.82541627011882	118.82529935307656	119.8983089701199	118.52827932011853	118.52924589011853	118.67446531999991	
117.45646531999991	0.49200000000000443	WheelMovementIntervals													0.03678993491051408
118.67446531999991	2.397999999999996	WheelMovementIntervals													1.2810041157022205
120.86021277012087	3.654921886626198	trials	1.0	1.0	1.5	0.0625		0.5	122.94073803012294	122.94062352053945	124.01509725012401	122.57820762012258	122.57924085012257	122.7324653199999	
121.3814653199999	0.6580000000000013	WheelMovementIntervals													-0.0729313422205653
122.7324653199999	2.409000000000006	WheelMovementIntervals													0.8614971900583743
124.98023406012499	2.7179443191716786	trials	1.0	1.0	1.5	0.125		0.5	126.13635177012614	126.13625163432188	127.1981455801272	125.86151259012587	125.86254582012586	125.9964653199999	
125.9964653199999	2.3540000000000276	WheelMovementIntervals													-0.5901926023770869
128.15408331012816	2.6945135931492814	trials	1.0	1.0	1.5	0.0625		0.5	129.2954691601293	129.29538822059448	130.34853051013036	128.84484756012884	128.84588079012886	128.9234653199999	
128.9234653199999	2.0870000000000175	WheelMovementIntervals													-0.5534750550293586
131.35919610013136	6.322651811740343	trials	1.0	1.0	1.5	0.0625		0.5	136.12951902013614	136.12943368148848	137.18174712013717	131.86141254013185	131.86251243013186	135.95046531999992	
135.95046531999992	1.9849999999999852	WheelMovementIntervals													-0.4198474842132338
138.15634965013817	3.1716041775235624	trials	1.0	1.0	1.5	0.125		0.5	139.7750544301398	139.77495076141872	140.82788247014082	139.34479746013935	139.34579736013936	139.4214653199999	
138.5114653199999	0.1980000000000075	WheelMovementIntervals													-0.21299656534829303
139.4214653199999	3.3910000000000196	WheelMovementIntervals													-0.46570011904378283
141.7976521501418	5.583959305636455	trials	-1.0	-1.0	0.0	0.0625		0.5	144.83511504014484	144.83428276988852	146.8815103801469	144.54774378014454	144.54877701014456	144.6244653199999	
143.5904653199999	0.3329999999999984	WheelMovementIntervals													-0.14011835097415215
144.6244653199999	1.5879999999999939	WheelMovementIntervals													-1.1900215247307386
147.1234653199999	0.3689999999999998	WheelMovementIntervals													-0.04498852434832301
147.85311321014785	2.495406278548046	trials	1.0	1.0	1.5	0.0625		0.5	148.7931192001488	148.79301444502147	149.84841366014984	148.52787906014854	148.52877897014852	148.6304653199999	
148.6304653199999	2.649000000000001	WheelMovementIntervals													-0.6983336050663027
150.8139171001508	11.597190414483663	trials	1.0	1.0	1.5	0.25		0.5	160.84671372016084	160.846593587117	161.9110739401619	160.6111039501606	160.6120371901606	160.6114653199999	
151.6014653199999	0.9309999999999832	WheelMovementIntervals													-0.3905128291823843
152.81746531999988	1.1890000000000214	WheelMovementIntervals													-0.4986397572681067
154.75146531999988	0.23600000000001842	WheelMovementIntervals													-0.14537569151660001
155.4434653199999	0.3120000000000118	WheelMovementIntervals													0.02643792183387106
156.2204653199999	3.7179999999999893	WheelMovementIntervals													1.356463100036322
160.6114653199999	0.47700000000000387	WheelMovementIntervals													-0.8831465295138727
161.43446531999987	2.3470000000000084	WheelMovementIntervals													-1.1297573895109796
162.89190918016288	3.1059397460052196	trials	1.0	1.0	1.5	0.125		0.5	164.43002202016444	164.4299278714661	165.4978152301655	164.14781691016415	164.14868349016416	163.98346531999988	
163.98346531999988	2.9099999999999966	WheelMovementIntervals													1.1723988277160995
166.45815252016646	6.07314516821134	trials	-1.0	1.0	1.5		0.0	0.5	170.96176878017096	170.96168453149113	172.03116183017204	170.64430053017065	170.64533376017064	170.68546531999988	
167.26946531999988	0.8979999999999961	WheelMovementIntervals													-0.15376139638559394
168.76046531999987	0.7210000000000036	WheelMovementIntervals													0.18848619437548564
169.73446531999988	0.33500000000000796	WheelMovementIntervals													-0.013379220618029208
170.68546531999988	1.4230000000000018	WheelMovementIntervals													0.4180409558071059
172.3304653199999	0.31399999999999295	WheelMovementIntervals													-0.017376531665075134
172.992998970173	2.4715085860340196	trials	1.0	1.0	1.5	0.0625		0.5	173.89060920017388	173.89050099868177	174.96443514017497	173.47741719017347	173.47865040017348	173.6044653199999	
173.6044653199999	1.8479999999999848	WheelMovementIntervals													-0.44037773377138123
175.92640560017594	2.3376193148706363	trials	1.0	1.0	1.5	0.25		0.5	176.6975284801767	176.69741098122878	177.76392183017776	176.42755548017644	176.42862204017644	176.4014653199999	
176.4014653199999	1.2889999999999873	WheelMovementIntervals													-0.5410849857167346
178.01846531999988	0.4410000000000025	WheelMovementIntervals													-0.5228570038382667
178.73042517017873	6.030449022838809	trials	-1.0	1.0	1.5		0.125	0.5	183.2063775301832	183.2062600708076	184.26080541018428	182.84381379018285	182.84491368018286	182.85946531999986	
179.04846531999988	0.5989999999999895	WheelMovementIntervals													0.06318888979212467
180.06546531999987	0.7810000000000059	WheelMovementIntervals													0.09831852460128587
181.32046531999987	0.6330000000000098	WheelMovementIntervals													0.06547109957770125
182.85946531999986	2.0020000000000095	WheelMovementIntervals													0.8901166070254778
185.2234758001852	5.537232976649165	trials	-1.0	-1.0	0.0	0.0		0.5	188.21124366018822	188.21029250917573	190.26063870019027	187.88074338018788	187.88157663018788	187.98746531999987	
185.53946531999986	0.7230000000000132	WheelMovementIntervals													-0.22122420286306443
186.48946531999985	0.08400000000000318	WheelMovementIntervals													-0.00691232591794666
186.92046531999986	0.51400000000001	WheelMovementIntervals													0.06312873947399744
187.98746531999987	1.9350000000000023	WheelMovementIntervals													-1.2887950819816982
191.2207093501912	4.423143298884554	trials	1.0	-1.0	0.0		0.0625	0.5	193.0955218501931	193.0947264242023	195.14381700019516	192.81405000019282	192.81524988019282	192.80346531999987	
191.59546531999987	0.7089999999999748	WheelMovementIntervals													-0.39813314390656274
192.80346531999987	1.386999999999972	WheelMovementIntervals													-1.492143249115772
195.41946531999986	0.2330000000000041	WheelMovementIntervals													-0.032674108953710146
196.10825388019612	5.822761780944944	trials	1.0	-1.0	0.0		0.0	0.5	199.37649369019937	199.37568742617864	201.43092156020143	199.0807232701991	199.08185649019907	199.09646531999985	
196.35146531999985	1.318000000000012	WheelMovementIntervals													-2.109363428435252
198.05446531999985	0.3739999999999952	WheelMovementIntervals													0.07520571767603457
199.09646531999985	1.3619999999999948	WheelMovementIntervals													-0.35983210408284094
202.45591905020245	4.558029919467543	trials	-1.0	1.0	1.5		0.0625	0.5	205.45351926020547	205.45343741101144	206.5138798802065	205.16011527020515	205.16114850020517	205.29046531999984	
202.54746531999984	0.3850000000000193	WheelMovementIntervals													0.12407825249636772
203.13946531999986	0.20300000000000296	WheelMovementIntervals													-0.020720021483381146
203.97046531999985	0.5510000000000161	WheelMovementIntervals													-0.12114869158922659
205.29046531999984	2.2079999999999984	WheelMovementIntervals													1.2774099917945279
207.4809498302075	3.6327243014945054	trials	1.0	1.0	1.5	0.25		0.5	209.54604330020956	209.54596193898328	210.6136032002106	209.21027688020922	209.21111013020922	209.09946531999984	
207.92946531999985	0.7069999999999936	WheelMovementIntervals													-0.03146120077489911
209.09946531999984	2.115000000000009	WheelMovementIntervals													0.6760192618212599
